Sentence,Label
Martin is not tall.,fact
Conroy is not disturbed.,fact
Conroy is aggressive.,fact
Garrick is tall.,fact
Someone who is tall is always not aggressive.,implication
"If Conroy is not disturbed and Hubert is tall, then Addison is agreeable.",implication
Someone who is eithor not agreeable or not wrong is always stormy.,implication
It can be concluded that Addison is aggressive once knowing that Hubert is not stormy and Hubert is not tall.,implication
"If there is someone who is not aggressive, then Conroy is not agreeable and Garrick is not stormy.",implication
"If there is at least one people who is stormy, then Martin is not tall and Conroy is agreeable.",implication
Garrick being not aggressive or Hubert being agreeable implies that Addison is wrong.,implication
Garrick is not aggressive.,negation
Clark is not agreeable.,negation
Igor is not wrong.,negation
Conroy is not wrong.,negation
Igor is not agreeable.,negation
Garrick is not disturbed.,negation
Martin is not aggressive.,negation
Conroy is not agreeable.,negation
Hubert is not disturbed.,negation
Channing is not neat.,fact
Sean is not sufficient.,fact
Carl is superior.,fact
Ross is latter.,fact
Kurt is latter.,fact
Kurt is clear.,fact
Hannah is neat.,fact
Hannah is not ashamed.,fact
Otis is not clear.,fact
Carl is clear.,fact
Otis is not superior.,fact
Ross is ashamed.,fact
"If there is at least one people who is not neat, then Otis is ashamed and Hannah is sufficient.",implication
It can be concluded that Hannah is neat once knowing that Kurt is not ashamed or Otis is not sufficient.,implication
"If someone is not clear or he is superior, then he is ashamed.",implication
Carl being not neat implies that Ross is clear.,implication
"If there is someone who is both not sufficient and ashamed, then Sean is clear.",implication
"If someone is not neat, then he is both not ashamed and sufficient.",implication
"If there is at least one people who is not sufficient, then Kurt is superior and Channing is not latter.",implication
Otis being neat and Carl being not superior imply that Channing is clear.,implication
"If Ross is not clear or Ross is ashamed, then Hannah is not superior.",implication
Ross is not ashamed.,negation
Otis is not superior.,negation
Channing is not sufficient.,negation
Channing is not ashamed.,negation
Otis is not latter.,negation
Sean is not ashamed.,negation
Hannah is not ashamed.,negation
Sean is not neat.,negation
Kurt is not ashamed.,negation
Channing is not clear.,negation
Otis is not ashamed.,negation
Carl is not superior.,negation
Ethan is healthy.,fact
Amery is rare.,fact
Casper is not rare.,fact
Blanche is intelligent.,fact
Blanche is not healthy.,fact
Helena is not beige.,fact
Phoebe is not rare.,fact
Clifford is beige.,fact
Phoebe is healthy.,fact
Clifford is not nice.,fact
Clifford is intelligent.,fact
Phoebe is not intelligent.,fact
"if there is at least one people who is not rare and not nice, then Clifford is not beige and Casper is intelligent.",implication
It can be concluded that Helena is intelligent once knowing that Ethan is rare.,implication
"If there is at least one people who is either realistic or not intelligent, then Blanche is not beige and Amery is not healthy.",implication
"If there is someone who is realistic, then Amery is not intelligent.",implication
Phoebe being not intelligent or Helena being realistic implies that Helena is healthy.,implication
"If Helena is not rare and Amery is beige, then Clifford is not healthy.",implication
Phoebe is not rare.,negation
Clifford is not realistic.,negation
Ethan is not intelligent.,negation
Phoebe is not realistic.,negation
Helena is not realistic.,negation
Phoebe is not nice.,negation
Blanche is not intelligent.,negation
Phoebe is not beige.,negation
Blanche is not healthy.,negation
Clifford is not healthy.,negation
Casper is not rare.,negation
Royce is not untidy.,fact
Norris is not untidy.,fact
Clifford is not oak.,fact
Chalmers is not horrible.,fact
Alston is environmental.,fact
Clifford is untidy.,fact
Gilbert is untidy.,fact
Royce is environmental.,fact
Chalmers is unsightly.,fact
Royce is unsightly.,fact
Grayson is not tough.,fact
Royce is oak.,fact
Someone who is unsightly is always both untidy and environmental.,implication
"If all people are untidy, then Royce is not horrible.",implication
"If someone is not untidy or he is tough, then he is horrible.",implication
Chalmers being environmental and Grayson being untidy imply that Grayson is tough.,implication
"If Royce is not oak or Alston is tough, then Clifford is horrible.",implication
"If there is someone who is not tough, then Alston is not unsightly.",implication
"If everyone is not oak or not untidy, then Royce is horrible.",implication
"If there is at least one people who is both not horrible and tough, then Alston is environmental.",implication
It can be concluded that Alston is oak and Chalmers is horrible once knowing that Grayson is tough.,implication
"If there is at least one people who is environmental, then Alston is tough.",implication
Clifford is not horrible.,negation
Norris is not horrible.,negation
Royce is not untidy.,negation
Norris is not oak.,negation
Alston is not environmental.,negation
Chalmers is not untidy.,negation
Royce is not unsightly.,negation
Grayson is not unsightly.,negation
Royce is not oak.,negation
Sabrina is sexual.,fact
Deborah is not defeated.,fact
Deborah is curious.,fact
Sabrina is defeated.,fact
Richard is curious.,fact
Richard is defeated.,fact
Leonard is defeated.,fact
Richard is not sincere.,fact
Sabrina is curious.,fact
Sabrina is not yellow.,fact
Quinn is defeated.,fact
Richard is sexual.,fact
"If there is at least one people who is not defeated or not light, then Deborah is curious.",implication
Leonard being light implies that Jorge is not defeated.,implication
"If there is someone who is not curious, then Sabrina is yellow.",implication
It can be concluded that Jorge is sincere once knowing that Sabrina is not light and Quinn is not curious.,implication
"As long as someone is not yellow, he is not light and curious.",implication
Someone who is light is always yellow.,implication
"If there is at least one people who is not light, then Deborah is sexual and Sabrina is not curious.",implication
"If there is someone who is defeated, then Leonard is yellow.",implication
"If there is at least one people who is sincere, then Kathie is yellow and Kathie is defeated.",implication
"If there is at least one people who is both not yellow and defeated, then Leonard is not curious.",implication
"If someone is not sincere, then he is not curious.",implication
"If someone is sincere, then he is both not curious and not light.",implication
Sabrina is not yellow.,negation
Richard is not sincere.,negation
Jorge is not defeated.,negation
Leonard is not defeated.,negation
Sabrina is not sexual.,negation
Richard is not defeated.,negation
Sabrina is not light.,negation
Sabrina is not defeated.,negation
Richard is not curious.,negation
Hadley is not lucky.,fact
Morton is condemned.,fact
Carter is not thoughtless.,fact
Rufus is thoughtless.,fact
Carter is unfair.,fact
Morton is not thoughtless.,fact
Blanche is sufficient.,fact
Blanche is lucky.,fact
Kelvin is sufficient.,fact
Blanche is unfair.,fact
Carter is good-tempered.,fact
Blanche is thoughtless.,fact
"If someone is sufficient, then he is not lucky.",implication
"If all people are unfair, then Hadley is not lucky.",implication
"If there is at least one people who is not unfair or not good-tempered, then Carter is not thoughtless.",implication
"If there is at least one people who is unfair, then Carter is good-tempered and Rufus is not sufficient.",implication
"If someone is thoughtless or not unfair, then he is not good-tempered.",implication
"If someone is both good-tempered and lucky, then he is not thoughtless.",implication
"If there is someone who is both condemned and thoughtless, then Hadley is unfair and Kelvin is sufficient.",implication
Morton is not thoughtless.,negation
Blanche is not condemned.,negation
Kelvin is not sufficient.,negation
Blanche is not good-tempered.,negation
Blanche is not thoughtless.,negation
Rufus is not sufficient.,negation
Hadley is not sufficient.,negation
Blanche is not sufficient.,negation
Carter is not unfair.,negation
Blanche is not lucky.,negation
Carter is not good-tempered.,negation
